Paper Title,Subarea,Detailed Class,Score
ProbeLLM: Automating Principled Diagnosis of LLM Failures,Interpretability & Understanding,Interpretability,4.0
AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Position: AI Capabilities Are Not Increasing Exponentially,Technical Governance & Policy,Strategy and Forecasting,3.0
Does Reasoning Improve Seeing? Understanding When Vision-Language Models Benefit from Thinking,Interpretability & Understanding,Interpretability,3.0
Interpretable Embeddings with Sparse Autoencoders: A Data Analysis Toolkit,Interpretability & Understanding,Interpretability,4.0
Position: Good Embodied Reward Models Need Bad Behavior Data,Scalable Oversight & Value Learning,Scalable Oversight,4.0
RouterInterp: Understanding Superposed Specialisation in Mixture of Experts Routing,Interpretability & Understanding,Interpretability,3.0
Architecture Matters for Multi-Agent Security,Scalable Oversight & Value Learning,Multi-Agent Safety,5.0
Measuring and Mitigating Post-hoc Rationalization in Reverse Chain-of-Thought Generation,Interpretability & Understanding,Interpretability,3.0
Chain-of-Thought Reasoning In The Wild Is Not Always Faithful,Interpretability & Understanding,Monitoring,5.0
Automatically Finding Reward Model Biases,Interpretability & Understanding,Interpretability,4.0
"Position: Accountable Deployment of Agentic AI Demands Layered, System-Level Interpretability",Interpretability & Understanding,Interpretability,5.0
When Do Hallucinations Arise? A Graph Perspective on the Evolution of Path Reuse and Path Compression,Interpretability & Understanding,Interpretability,3.0
Neuro-Fuzzy Concept Learning for Interpretable Large Multimodal Models,Interpretability & Understanding,Interpretability,6.0
Position: Sycophancy is an Educational Safety Risk: Why LLM Tutors Need Sycophancy Benchmarks,Scalable Oversight & Value Learning,Scalable Oversight,7.0
Pressure Reveals Character: Behavioural Alignment Evaluation at Depth,Threat Modeling & Evaluations,Scheming and Deception,6.0
Implicit Intelligence - Evaluating Agents on What Users Don’t Say,Threat Modeling & Evaluations,Dangerous Capability Evals,5.0
Syntax vs. Semantics: How Transformers Learn Deep Dependencies,Interpretability & Understanding,Interpretability,3.0
A Behavioural and Representational Evaluation of Goal-Directedness in Language Model Agents,Interpretability & Understanding,Interpretability,4.0
Divergence Decoding: Targeted Unlearning via Auxiliary Models,Capability Control & Unlearning,Alignment Training,7.0
Position: AI Researchers Must Lead Arms Control to Mitigate Military AI Risks,Technical Governance & Policy,Policy and Governance,3.0
Corrigibility Transformation: Constructing Goals That Accept Updates,Agent Foundations & Alignment Theory,Agent Foundations,7.0
Position: LLM-Safety Evaluations Lack Robustness,"Robustness, Defense & Systemic Control",Red-Teaming,3.0
Position: Comprehensive AI governance requires addressing non-model capability gains,Technical Governance & Policy,Policy and Governance,3.0
Position: LLMs Should Incorporate Explicit Mechanisms for Human Empathy,Capability Control & Unlearning,Alignment Training,3.0
Position: Your VLM May Not Be Thinking with Interleaved Images,Interpretability & Understanding,Interpretability,3.0
Position: Knowing Isn’t Understanding: Re-grounding Generative Proactivity with Epistemic and Behavioral Insight,Threat Modeling & Evaluations,Safeguards,3.0
Position: It’s Time to Optimize for Self-Consistency,Scalable Oversight & Value Learning,Scalable Oversight,4.0
"Base Models Know How to Reason, Thinking Models Learn When",Interpretability & Understanding,Interpretability,3.0
Position: The Data Provenance–Parametric Divide in Large Language Models,Threat Modeling & Evaluations,Safeguards,5.0
Position: Token Taxes Can Mitigate AI's Economic Risks,Technical Governance & Policy,Policy and Governance,4.0
Position: Responsible AI for AI companions must actively combat violence toward intimate partners,"Robustness, Defense & Systemic Control",Red-Teaming,4.0
PolicyGuard: Towards Test-time and Step-level Backdoor Defense for Reinforcement Learning Agent,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Quantifying Frontier LLM Capabilities for Container Sandbox Escape,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Position: Generative Distributional Integrity against Backdoor Attacks,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
Safety Game: Inference-Time Alignment of Black-Box LLMs via Constrained Optimization,Threat Modeling & Evaluations,Safeguards,6.0
Introspection Adapters: Training LLMs to Report Their Learned Behaviors,Interpretability & Understanding,Interpretability,7.0
How Language Models Process Negation,Interpretability & Understanding,Interpretability,3.0
Monitorability as a Free Gift: How RLVR Spontaneously Aligns Reasoning,Interpretability & Understanding,Monitoring,7.0
When and How Human Curation Backfires: Preference Alignment under Multi-Model Self-Consuming Loop,Capability Control & Unlearning,Alignment Training,4.0
RedDebate: Safer Responses Through Multi-Agent Red Teaming Debates,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Multi-Objective Preference Optimization: Improving Human Alignment of Generative Models,Capability Control & Unlearning,Alignment Training,6.0
The Viscosity of Logic: Phase Transitions and Hysteresis in DPO Alignment,Capability Control & Unlearning,Alignment Training,3.0
Factored Causal Representation Learning for Robust Reward Modeling in RLHF,Capability Control & Unlearning,Alignment Training,6.0
Are VLMs Seeing or Just Saying? Uncovering the Illusion of Visual Re-examination,Interpretability & Understanding,Interpretability,4.0
When Agents Go Rogue: Activation-Based Detection of Malicious Behaviors in Multi-Agent Systems,Scalable Oversight & Value Learning,Multi-Agent Safety,6.0
Constitutional Black-Box Monitoring for Scheming in LLM Agents,Interpretability & Understanding,Monitoring,6.0
DARC: Disagreement-Aware Alignment via Risk-Constrained Decoding,Scalable Oversight & Value Learning,Scalable Oversight,7.0
ASRU: Activation Steering Meets Reinforcement Unlearning for Multimodal Large Language Models,Capability Control & Unlearning,Alignment Training,7.0
Active Attacks: Red-teaming LLMs via Adaptive Environments,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,Scalable Oversight & Value Learning,Multi-Agent Safety,7.0
EVMbench: Evaluating AI Agents on Smart Contract Security,Threat Modeling & Evaluations,Dangerous Capability Evals,5.0
Subliminal Effects in Your Data: A General Mechanism via Log-Linearity,Interpretability & Understanding,Interpretability,3.0
MVI-Bench: A Comprehensive Benchmark for Evaluating Robustness to Misleading Visual Inputs in LVLMs,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Predicting the Emergence of Induction Heads in Language Model Pretraining,Interpretability & Understanding,Interpretability,3.0
STARE: Step-wise Temporal Alignment and Red-teaming Engine for Multi-modal Toxicity Attack,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
FoeGlass: When Simple In-Context Learning Is Enough for Red Teaming Audio Deepfake Detectors,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Forget-It-All: Multi-Concept Machine Unlearning via Concept-Aware Neuron Masking,Capability Control & Unlearning,Alignment Training,6.0
SteeringSafety: Benchmarking Representation Steering in LLMs Across Safety Perspectives,Threat Modeling & Evaluations,Safeguards,6.0
Steering Beyond the Support: Adversarial Training on Unsupervised Jailbroken Activation Simulation,Threat Modeling & Evaluations,Safeguards,7.0
Unlearning Isn't Deletion: Investigating Reversibility of Machine Unlearning in LLMs,Capability Control & Unlearning,Alignment Training,5.0
Inference-Aware Meta-Alignment of LLMs via Non-Linear GRPO,Capability Control & Unlearning,Alignment Training,4.0
Toward Stable Value Alignment: Introducing Independent Modules for Consistent Value Guidance,Threat Modeling & Evaluations,Safeguards,7.0
Robust Harmful Features Under Jailbreak Attacks: Mechanistic Evidence from Attention Head Specialization in Large Language Models,Interpretability & Understanding,Interpretability,7.0
Greedy Coordinate Diffusion: Effective and Semantically Coherent Adversarial Attacks via Diffusion Guidance,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Monitoring LLM-based Multi-Agent Systems Against Corruptions via Node Evaluation,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Adversarially Robust Control of Conditional Value-at-Risk via Kelly Conformal Inference,Threat Modeling & Evaluations,Safeguards,3.0
"Multilingual Unlearning in LLMs: Transfer, Dynamics, and Reversibility",Capability Control & Unlearning,Alignment Training,4.0
BlueCodeAgent: A Blue Teaming Agent Powered by Automated Red Teaming for CodeGen AI,Threat Modeling & Evaluations,Safeguards,7.0
DART: Distribution-Aware Adaptive Relational Transfer for Adversarial Attacks against Closed-Source MLLMs,"Robustness, Defense & Systemic Control",Red-Teaming,3.0
RBCBF: Decoding Time Safety Alignment via Risk Guided Rollback and Barrier Control,Threat Modeling & Evaluations,Safeguards,7.0
CBV: Clean-label Backdoor Attacks on Vision Language Models via Diffusion Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
When Distance Distracts: Representation Distance Bias in BT-Loss for Reward Models,Capability Control & Unlearning,Alignment Training,4.0
The Geometry of Representational Failures in Vision Language Models,Interpretability & Understanding,Interpretability,4.0
OrchJail: Jailbreaking Tool-Calling Text-to-Image Agents by Orchestration-Guided Fuzzing,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Compressed Sensing for Capability Localization in Large Language Models,Interpretability & Understanding,Interpretability,3.0
Who’s in Charge? Disempowerment Patterns in Real-World LLM Usage,Scalable Oversight & Value Learning,Scalable Oversight,5.0
Fantastic Reasoning Behaviors and Where to Find Them: Unsupervised Discovery of the Reasoning Process,Interpretability & Understanding,Interpretability,6.0
"Reranker Helps, but Not Enough: Towards Strong Poisoning Attacks Against Retrieval-Augmented Generation","Robustness, Defense & Systemic Control",Red-Teaming,5.0
Tracing the Persona Circuit: How Large Language Models Encode and Express Character Traits,Interpretability & Understanding,Interpretability,5.0
SPARD: Defending Harmful Fine-Tuning Attack via Safety Projection with Relevance–Diversity Data Selection,Capability Control & Unlearning,Alignment Training,7.0
Dissecting Multimodal In-Context Learning: Modality Asymmetries and Circuit Dynamics in modern Transformers,Interpretability & Understanding,Interpretability,3.0
Deep neural networks divide and conquer dihedral multiplication,Interpretability & Understanding,Interpretability,5.0
CrispEdit: Low-Curvature Projections for Scalable Non-Destructive LLM Editing,Capability Control & Unlearning,Alignment Training,6.0
Hide and Seek in Embedding Space: Geometry-based Steganography and Detection in Large Language Models,Interpretability & Understanding,Monitoring,5.0
Concept Heterogeneity-aware Representation Steering,Interpretability & Understanding,Interpretability,4.0
The Safety-Aware Denoiser for Text Diffusion Models,Threat Modeling & Evaluations,Safeguards,7.0
Mind the Gap: Catching Hallucinations via Evidence Drop on the Reasoning Manifold,Interpretability & Understanding,Monitoring,4.0
HiPPO Zoo: Making Implicit State Space Memory Explicit,Interpretability & Understanding,Interpretability,3.0
Toward Identifiable Sparse Autoencoders,Interpretability & Understanding,Interpretability,5.0
The Expert Strikes Back: Interpreting Mixture-of-Experts Language Models at Expert Level,Interpretability & Understanding,Interpretability,4.0
Large Language Model Agents Are Not Always Faithful Self-Evolvers,Interpretability & Understanding,Interpretability,4.0
PACT: Self-Evolving Physical Safety Alignment for Diffusion Policies in Embodied Manipulation,Capability Control & Unlearning,Alignment Training,7.0
MINIM: Privacy-Aware Minimal View for Agents via Trusted Local Sanitization,Threat Modeling & Evaluations,Safeguards,6.0
Beyond Correctness: Distance-Based Social Dynamics of Multi-Agent Debate,Scalable Oversight & Value Learning,Multi-Agent Safety,3.0
LatentLens: Revealing Highly Interpretable Visual Tokens in LLMs,Interpretability & Understanding,Interpretability,4.0
VERA-V: Variational Inference Framework for Jailbreaking Vision-Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Sponge Tool Attack: Stealthy Denial-of-Efficiency against Tool-Augmented Agentic Reasoning,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
Learn from Your Mistakes: Tree-like Self-Play on Vulnerability Nodes for Secure Code LLMs,Capability Control & Unlearning,Alignment Training,6.0
Security–Fidelity Tradeoffs: No Universal Defense Against Prompt Injection,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Training LLM Agents to Empower Humans,Capability Control & Unlearning,Alignment Training,4.0
Safe and Scalable Web Agent Learning via Recreated Websites,Scalable Oversight & Value Learning,Scalable Oversight,3.0
How to Avoid Debate: Scalable AI Safety via Doubly-Efficient Interactive Proofs,Scalable Oversight & Value Learning,Scalable Oversight,5.0
Toward Safe Quantization-Aware Fine-tuning: Understanding and Mitigating Safety Alignment Degradation,Capability Control & Unlearning,Alignment Training,7.0
Normalized Rewards for Preference Optimization,Capability Control & Unlearning,Alignment Training,3.0
Who Gets Credit or Blame? Attributing Accountability in Modern AI Systems,Interpretability & Understanding,Interpretability,6.0
When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,Scalable Oversight & Value Learning,Multi-Agent Safety,6.0
